13.218,1889812814,2490,4705864944
10.522,1786820550,2633,4705864944
10.527,1934105485,2433,4705864944
10.006,1981656072,2374,4705864944
8.657,1890012597,2489,4705864944
8.423,2371610670,1984,4705864944
9.394,2113988013,2226,4705864944
8.234,1834797748,2564,4705864944
9.363,1942983676,2421,4705864944
8.273,1901562692,2474,4705864944
9.221,2185769845,2152,4705864944
9.204,2005457746,2346,4705864944
9.488,2218403674,2121,4705864944
8.757,2216177905,2123,4705864944
9.002,1858137459,2532,4705864944
7.77,1859259086,2531,4705864944
8.59,2346134382,2005,4705864944
8.657,1988190562,2366,4705864944
9.162,2309473654,2037,4705864944
8.767,2406643014,1955,4705864944
