"Time","Fetch"
2021-12-01 18:03:20,0 B
2021-12-01 18:03:40,0 B
2021-12-01 18:04:00,0 B
2021-12-01 18:04:20,0 B
2021-12-01 18:04:40,0 B
2021-12-01 18:05:00,0 B
2021-12-01 18:05:20,0 B
2021-12-01 18:05:40,0 B
2021-12-01 18:06:00,0 B
2021-12-01 18:06:20,0 B
2021-12-01 18:06:40,0 B
2021-12-01 18:07:00,0 B
2021-12-01 18:07:20,0 B
2021-12-01 18:07:40,0 B
2021-12-01 18:08:00,0 B
2021-12-01 18:08:20,0 B
2021-12-01 18:08:40,0 B
2021-12-01 18:09:00,0 B
2021-12-01 18:09:20,0 B
2021-12-01 18:09:40,0 B
2021-12-01 18:10:00,0 B
2021-12-01 18:10:20,0 B
2021-12-01 18:10:40,0 B
2021-12-01 18:11:00,0 B
2021-12-01 18:11:20,0 B
2021-12-01 18:11:40,0 B
2021-12-01 18:12:00,0 B
2021-12-01 18:12:20,0 B
2021-12-01 18:12:40,0 B
2021-12-01 18:13:00,0 B
2021-12-01 18:13:20,0 B
2021-12-01 18:13:40,0 B
2021-12-01 18:14:00,0 B
2021-12-01 18:14:20,0 B
2021-12-01 18:14:40,0 B
2021-12-01 18:15:00,0 B
2021-12-01 18:15:20,0 B
2021-12-01 18:15:40,0 B
2021-12-01 18:16:00,0 B
2021-12-01 18:16:20,0 B
2021-12-01 18:16:40,0 B
2021-12-01 18:17:00,0 B
2021-12-01 18:17:20,0 B
2021-12-01 18:17:40,0 B
2021-12-01 18:18:00,0 B
2021-12-01 18:18:20,0 B
2021-12-01 18:18:40,0 B
2021-12-01 18:19:00,0 B
2021-12-01 18:19:20,0 B
2021-12-01 18:19:40,0 B
2021-12-01 18:20:00,0 B
2021-12-01 18:20:20,0 B
2021-12-01 18:20:40,0 B
2021-12-01 18:21:00,0 B
2021-12-01 18:21:20,2.81 GB
2021-12-01 18:21:40,9.60 GB
2021-12-01 18:22:00,15.8 GB
2021-12-01 18:22:20,20.4 GB
2021-12-01 18:22:40,21.5 GB
2021-12-01 18:23:00,22.5 GB
2021-12-01 18:23:20,23.3 GB
2021-12-01 18:23:40,22.7 GB
2021-12-01 18:24:00,23.2 GB
2021-12-01 18:24:20,22.8 GB
2021-12-01 18:24:40,22.1 GB
2021-12-01 18:25:00,16.9 GB
2021-12-01 18:25:20,5.88 GB
2021-12-01 18:25:40,0 B
2021-12-01 18:26:00,0 B
2021-12-01 18:26:20,0 B
2021-12-01 18:26:40,0 B
2021-12-01 18:27:00,0 B
2021-12-01 18:27:20,0 B
2021-12-01 18:27:40,0 B
2021-12-01 18:28:00,0 B
2021-12-01 18:28:20,0 B
2021-12-01 18:28:40,0 B
2021-12-01 18:29:00,0 B
2021-12-01 18:29:20,0 B
2021-12-01 18:29:40,0 B
2021-12-01 18:30:00,0 B
2021-12-01 18:30:20,0 B
2021-12-01 18:30:40,0 B
2021-12-01 18:31:00,0 B
2021-12-01 18:31:20,0 B
2021-12-01 18:31:40,0 B

