"Time","Fetch"
2021-12-01 09:38:40,408 MB
2021-12-01 09:39:00,2.33 GB
2021-12-01 09:39:20,3.05 GB
2021-12-01 09:39:40,5.39 GB
2021-12-01 09:40:00,9.65 GB
2021-12-01 09:40:20,13.5 GB
2021-12-01 09:40:40,14.1 GB
2021-12-01 09:41:00,14.2 GB
2021-12-01 09:41:20,14.4 GB
2021-12-01 09:41:40,14.7 GB
2021-12-01 09:42:00,15.2 GB
2021-12-01 09:42:20,15.6 GB
2021-12-01 09:42:40,15.6 GB
2021-12-01 09:43:00,15.7 GB
2021-12-01 09:43:20,15.8 GB
2021-12-01 09:43:40,15.7 GB
2021-12-01 09:44:00,16.0 GB
2021-12-01 09:44:20,15.0 GB
2021-12-01 09:44:40,7.26 GB
2021-12-01 09:45:00,2.09 GB
2021-12-01 09:45:20,0 B
2021-12-01 09:45:40,0 B
2021-12-01 09:46:00,0 B
2021-12-01 09:46:20,0 B
2021-12-01 09:46:40,0 B
2021-12-01 09:47:00,0 B
2021-12-01 09:47:20,0 B
2021-12-01 09:47:40,0 B
2021-12-01 09:48:00,0 B
2021-12-01 09:48:20,0 B
2021-12-01 09:48:40,0 B
2021-12-01 09:49:00,0 B
2021-12-01 09:49:20,0 B
2021-12-01 09:49:40,0 B
2021-12-01 09:50:00,0 B
2021-12-01 09:50:20,0 B
2021-12-01 09:50:40,0 B
2021-12-01 09:51:00,0 B
2021-12-01 09:51:20,0 B
2021-12-01 09:51:40,0 B
2021-12-01 09:52:00,0 B
2021-12-01 09:52:20,0 B
2021-12-01 09:52:40,0 B
2021-12-01 09:53:00,0 B
2021-12-01 09:53:20,0 B
2021-12-01 09:53:40,0 B
2021-12-01 09:54:00,0 B
2021-12-01 09:54:20,0 B
2021-12-01 09:54:40,0 B
2021-12-01 09:55:00,0 B
2021-12-01 09:55:20,0 B
2021-12-01 09:55:40,0 B
2021-12-01 09:56:00,0 B
2021-12-01 09:56:20,0 B
2021-12-01 09:56:40,0 B
2021-12-01 09:57:00,0 B
2021-12-01 09:57:20,0 B
2021-12-01 09:57:40,0 B
2021-12-01 09:58:00,0 B
2021-12-01 09:58:20,0 B
2021-12-01 09:58:40,0 B
2021-12-01 09:59:00,0 B
2021-12-01 09:59:20,0 B
2021-12-01 09:59:40,0 B
2021-12-01 10:00:00,0 B
2021-12-01 10:00:20,0 B
2021-12-01 10:00:40,0 B
2021-12-01 10:01:00,0 B
2021-12-01 10:01:20,0 B
2021-12-01 10:01:40,0 B
2021-12-01 10:02:00,0 B
2021-12-01 10:02:20,0 B
2021-12-01 10:02:40,0 B
2021-12-01 10:03:00,0 B
2021-12-01 10:03:20,0 B
2021-12-01 10:03:40,0 B
2021-12-01 10:04:00,0 B
2021-12-01 10:04:20,0 B
2021-12-01 10:04:40,0 B
2021-12-01 10:05:00,0 B
2021-12-01 10:05:20,0 B
2021-12-01 10:05:40,0 B
2021-12-01 10:06:00,0 B
2021-12-01 10:06:20,0 B
2021-12-01 10:06:40,0 B
2021-12-01 10:07:00,0 B
2021-12-01 10:07:20,0 B
2021-12-01 10:07:40,0 B
2021-12-01 10:08:00,0 B
2021-12-01 10:08:20,0 B
2021-12-01 10:08:40,0 B
2021-12-01 10:09:00,0 B
2021-12-01 10:09:20,0 B
2021-12-01 10:09:40,0 B
2021-12-01 10:10:00,0 B
2021-12-01 10:10:20,0 B
2021-12-01 10:10:40,0 B
2021-12-01 10:11:00,0 B
2021-12-01 10:11:20,0 B
2021-12-01 10:11:40,0 B
2021-12-01 10:12:00,0 B
2021-12-01 10:12:20,0 B
2021-12-01 10:12:40,0 B
2021-12-01 10:13:00,0 B
2021-12-01 10:13:20,0 B
2021-12-01 10:13:40,0 B
2021-12-01 10:14:00,0 B
2021-12-01 10:14:20,0 B
2021-12-01 10:14:40,0 B
2021-12-01 10:15:00,0 B
2021-12-01 10:15:20,0 B
2021-12-01 10:15:40,0 B
2021-12-01 10:16:00,0 B
2021-12-01 10:16:20,0 B
2021-12-01 10:16:40,0 B
2021-12-01 10:17:00,0 B
2021-12-01 10:17:20,0 B
2021-12-01 10:17:40,0 B
2021-12-01 10:18:00,0 B
2021-12-01 10:18:20,0 B
2021-12-01 10:18:40,0 B
2021-12-01 10:19:00,0 B
2021-12-01 10:19:20,0 B
2021-12-01 10:19:40,0 B
2021-12-01 10:20:00,0 B
2021-12-01 10:20:20,0 B
2021-12-01 10:20:40,0 B
2021-12-01 10:21:00,0 B
2021-12-01 10:21:20,0 B
2021-12-01 10:21:40,0 B
2021-12-01 10:22:00,0 B
2021-12-01 10:22:20,0 B
2021-12-01 10:22:40,0 B
2021-12-01 10:23:00,0 B
2021-12-01 10:23:20,0 B
2021-12-01 10:23:40,0 B
2021-12-01 10:24:00,0 B
2021-12-01 10:24:20,0 B
2021-12-01 10:24:40,0 B
2021-12-01 10:25:00,0 B
2021-12-01 10:25:20,0 B
2021-12-01 10:25:40,0 B
2021-12-01 10:26:00,0 B
2021-12-01 10:26:20,0 B
2021-12-01 10:26:40,0 B
2021-12-01 10:27:00,0 B
2021-12-01 10:27:20,0 B
2021-12-01 10:27:40,0 B
2021-12-01 10:28:00,0 B
2021-12-01 10:28:20,0 B
2021-12-01 10:28:40,0 B
2021-12-01 10:29:00,0 B
2021-12-01 10:29:20,0 B
2021-12-01 10:29:40,0 B
2021-12-01 10:30:00,0 B
2021-12-01 10:30:20,0 B
2021-12-01 10:30:40,0 B
2021-12-01 10:31:00,3.70 kB
2021-12-01 10:31:20,4.00 GB
2021-12-01 10:31:40,11.8 GB
2021-12-01 10:32:00,15.6 GB
2021-12-01 10:32:20,20.2 GB
2021-12-01 10:32:40,20.3 GB
2021-12-01 10:33:00,20.7 GB
2021-12-01 10:33:20,21.5 GB
2021-12-01 10:33:40,21.6 GB
2021-12-01 10:34:00,21.8 GB
2021-12-01 10:34:20,22.0 GB
2021-12-01 10:34:40,22.2 GB
2021-12-01 10:35:00,18.1 GB
2021-12-01 10:35:20,7.15 GB
2021-12-01 10:35:40,0 B
2021-12-01 10:36:00,0 B
2021-12-01 10:36:20,0 B
2021-12-01 10:36:40,0 B
2021-12-01 10:37:00,0 B
2021-12-01 10:37:20,0 B
2021-12-01 10:37:40,0 B
2021-12-01 10:38:00,0 B
2021-12-01 10:38:20,0 B
2021-12-01 10:38:40,0 B
2021-12-01 10:39:00,0 B
2021-12-01 10:39:20,0 B
2021-12-01 10:39:40,0 B
2021-12-01 10:40:00,0 B
2021-12-01 10:40:20,0 B
2021-12-01 10:40:40,0 B
2021-12-01 10:41:00,0 B
2021-12-01 10:41:20,0 B
2021-12-01 10:41:40,0 B
2021-12-01 10:42:00,0 B
2021-12-01 10:42:20,0 B
2021-12-01 10:42:40,0 B
2021-12-01 10:43:00,0 B
2021-12-01 10:43:20,0 B
2021-12-01 10:43:40,0 B
2021-12-01 10:44:00,0 B
2021-12-01 10:44:20,0 B
2021-12-01 10:44:40,0 B
2021-12-01 10:45:00,0 B
2021-12-01 10:45:20,0 B
2021-12-01 10:45:40,0 B
2021-12-01 10:46:00,0 B
2021-12-01 10:46:20,0 B
2021-12-01 10:46:40,0 B
2021-12-01 10:47:00,0 B
2021-12-01 10:47:20,0 B
2021-12-01 10:47:40,0 B
2021-12-01 10:48:00,0 B
2021-12-01 10:48:20,0 B
2021-12-01 10:48:40,0 B
2021-12-01 10:49:00,0 B
2021-12-01 10:49:20,0 B
2021-12-01 10:49:40,0 B
2021-12-01 10:50:00,0 B
2021-12-01 10:50:20,0 B
2021-12-01 10:50:40,0 B
2021-12-01 10:51:00,0 B
2021-12-01 10:51:20,0 B
2021-12-01 10:51:40,0 B
2021-12-01 10:52:00,0 B
2021-12-01 10:52:20,0 B
2021-12-01 10:52:40,0 B
2021-12-01 10:53:00,0 B
2021-12-01 10:53:20,0 B
2021-12-01 10:53:40,0 B
2021-12-01 10:54:00,0 B
2021-12-01 10:54:20,0 B
2021-12-01 10:54:40,0 B
2021-12-01 10:55:00,0 B
2021-12-01 10:55:20,0 B
2021-12-01 10:55:40,0 B
2021-12-01 10:56:00,0 B
2021-12-01 10:56:20,0 B
2021-12-01 10:56:40,0 B
2021-12-01 10:57:00,0 B
2021-12-01 10:57:20,0 B
2021-12-01 10:57:40,0 B
2021-12-01 10:58:00,0 B
2021-12-01 10:58:20,0 B
2021-12-01 10:58:40,0 B
2021-12-01 10:59:00,0 B
2021-12-01 10:59:20,0 B
2021-12-01 10:59:40,0 B
2021-12-01 11:00:00,0 B
2021-12-01 11:00:20,0 B
2021-12-01 11:00:40,0 B
2021-12-01 11:01:00,0 B
2021-12-01 11:01:20,0 B
2021-12-01 11:01:40,0 B
2021-12-01 11:02:00,0 B
2021-12-01 11:02:20,0 B
2021-12-01 11:02:40,0 B
2021-12-01 11:03:00,0 B
2021-12-01 11:03:20,0 B
2021-12-01 11:03:40,0 B
2021-12-01 11:04:00,0 B
2021-12-01 11:04:20,0 B
2021-12-01 11:04:40,0 B
2021-12-01 11:05:00,0 B
2021-12-01 11:05:20,0 B
2021-12-01 11:05:40,0 B
2021-12-01 11:06:00,0 B
2021-12-01 11:06:20,0 B
2021-12-01 11:06:40,0 B
2021-12-01 11:07:00,0 B
2021-12-01 11:07:20,0 B
2021-12-01 11:07:40,0 B
2021-12-01 11:08:00,0 B
2021-12-01 11:08:20,0 B
2021-12-01 11:08:40,0 B
2021-12-01 11:09:00,0 B
2021-12-01 11:09:20,0 B
2021-12-01 11:09:40,0 B
2021-12-01 11:10:00,0 B
2021-12-01 11:10:20,0 B
2021-12-01 11:10:40,0 B
2021-12-01 11:11:00,0 B
2021-12-01 11:11:20,0 B
2021-12-01 11:11:40,0 B
2021-12-01 11:12:00,0 B
2021-12-01 11:12:20,0 B
2021-12-01 11:12:40,0 B
2021-12-01 11:13:00,0 B
2021-12-01 11:13:20,0 B
2021-12-01 11:13:40,0 B
2021-12-01 11:14:00,0 B
2021-12-01 11:14:20,0 B
2021-12-01 11:14:40,0 B
2021-12-01 11:15:00,0 B
2021-12-01 11:15:20,0 B
2021-12-01 11:15:40,0 B
2021-12-01 11:16:00,0 B
2021-12-01 11:16:20,0 B
2021-12-01 11:16:40,0 B
2021-12-01 11:17:00,0 B
2021-12-01 11:17:20,0 B
2021-12-01 11:17:40,0 B
2021-12-01 11:18:00,0 B
2021-12-01 11:18:20,4.20 GB
2021-12-01 11:18:40,13.4 GB
2021-12-01 11:19:00,20.3 GB
2021-12-01 11:19:20,25.4 GB
2021-12-01 11:19:40,25.6 GB
2021-12-01 11:20:00,27.2 GB
2021-12-01 11:20:20,29.0 GB
2021-12-01 11:20:40,28.9 GB
2021-12-01 11:21:00,28.6 GB
2021-12-01 11:21:20,18.6 GB
2021-12-01 11:21:40,4.18 GB
2021-12-01 11:22:00,0 B
2021-12-01 11:22:20,0 B
2021-12-01 11:22:40,0 B
2021-12-01 11:23:00,0 B
2021-12-01 11:23:20,0 B
2021-12-01 11:23:40,0 B
2021-12-01 11:24:00,0 B
2021-12-01 11:24:20,0 B
2021-12-01 11:24:40,0 B
2021-12-01 11:25:00,0 B
2021-12-01 11:25:20,0 B
2021-12-01 11:25:40,0 B
2021-12-01 11:26:00,0 B
2021-12-01 11:26:20,0 B
2021-12-01 11:26:40,0 B
2021-12-01 11:27:00,0 B
2021-12-01 11:27:20,0 B
2021-12-01 11:27:40,0 B
2021-12-01 11:28:00,0 B
2021-12-01 11:28:20,0 B
2021-12-01 11:28:40,0 B
2021-12-01 11:29:00,0 B
2021-12-01 11:29:20,0 B
2021-12-01 11:29:40,0 B
2021-12-01 11:30:00,0 B
2021-12-01 11:30:20,0 B
2021-12-01 11:30:40,0 B
2021-12-01 11:31:00,0 B
2021-12-01 11:31:20,0 B
2021-12-01 11:31:40,0 B
2021-12-01 11:32:00,0 B
2021-12-01 11:32:20,0 B
2021-12-01 11:32:40,0 B
2021-12-01 11:33:00,0 B
2021-12-01 11:33:20,0 B
2021-12-01 11:33:40,0 B
2021-12-01 11:34:00,0 B
2021-12-01 11:34:20,0 B
2021-12-01 11:34:40,0 B
2021-12-01 11:35:00,0 B
2021-12-01 11:35:20,0 B
2021-12-01 11:35:40,0 B
2021-12-01 11:36:00,0 B
2021-12-01 11:36:20,0 B
2021-12-01 11:36:40,0 B
2021-12-01 11:37:00,0 B
2021-12-01 11:37:20,0 B
2021-12-01 11:37:40,0 B
2021-12-01 11:38:00,0 B
2021-12-01 11:38:20,0 B
2021-12-01 11:38:40,0 B
2021-12-01 11:39:00,0 B
2021-12-01 11:39:20,0 B
2021-12-01 11:39:40,0 B
2021-12-01 11:40:00,0 B
2021-12-01 11:40:20,0 B
2021-12-01 11:40:40,0 B
2021-12-01 11:41:00,0 B
2021-12-01 11:41:20,0 B
2021-12-01 11:41:40,0 B
2021-12-01 11:42:00,0 B
2021-12-01 11:42:20,0 B
2021-12-01 11:42:40,0 B
2021-12-01 11:43:00,0 B
2021-12-01 11:43:20,0 B
2021-12-01 11:43:40,0 B
2021-12-01 11:44:00,0 B
2021-12-01 11:44:20,0 B
2021-12-01 11:44:40,0 B
2021-12-01 11:45:00,0 B
2021-12-01 11:45:20,0 B
2021-12-01 11:45:40,0 B
2021-12-01 11:46:00,0 B
2021-12-01 11:46:20,0 B
2021-12-01 11:46:40,0 B
2021-12-01 11:47:00,0 B
2021-12-01 11:47:20,0 B
2021-12-01 11:47:40,0 B
2021-12-01 11:48:00,0 B
2021-12-01 11:48:20,0 B
2021-12-01 11:48:40,0 B
2021-12-01 11:49:00,0 B
2021-12-01 11:49:20,0 B
2021-12-01 11:49:40,0 B
2021-12-01 11:50:00,0 B
2021-12-01 11:50:20,0 B
2021-12-01 11:50:40,0 B
2021-12-01 11:51:00,0 B
2021-12-01 11:51:20,0 B
2021-12-01 11:51:40,0 B
2021-12-01 11:52:00,0 B
2021-12-01 11:52:20,0 B
2021-12-01 11:52:40,0 B
2021-12-01 11:53:00,0 B
2021-12-01 11:53:20,0 B
2021-12-01 11:53:40,0 B
2021-12-01 11:54:00,0 B
2021-12-01 11:54:20,0 B
2021-12-01 11:54:40,0 B
2021-12-01 11:55:00,0 B
2021-12-01 11:55:20,0 B
2021-12-01 11:55:40,0 B
2021-12-01 11:56:00,0 B
2021-12-01 11:56:20,0 B
2021-12-01 11:56:40,0 B
2021-12-01 11:57:00,0 B
2021-12-01 11:57:20,0 B
2021-12-01 11:57:40,0 B
2021-12-01 11:58:00,0 B
2021-12-01 11:58:20,0 B
2021-12-01 11:58:40,0 B
2021-12-01 11:59:00,0 B
2021-12-01 11:59:20,0 B
2021-12-01 11:59:40,0 B
2021-12-01 12:00:00,0 B
2021-12-01 12:00:20,0 B
2021-12-01 12:00:40,0 B
2021-12-01 12:01:00,0 B
2021-12-01 12:01:20,0 B
2021-12-01 12:01:40,0 B
2021-12-01 12:02:00,0 B
2021-12-01 12:02:20,0 B
2021-12-01 12:02:40,0 B
2021-12-01 12:03:00,0 B
2021-12-01 12:03:20,0 B
2021-12-01 12:03:40,0 B
2021-12-01 12:04:00,0 B
2021-12-01 12:04:20,0 B
2021-12-01 12:04:40,7.40 kB
2021-12-01 12:05:00,4.66 GB
2021-12-01 12:05:20,17.8 GB
2021-12-01 12:05:40,28.2 GB
2021-12-01 12:06:00,30.5 GB
2021-12-01 12:06:20,31.7 GB
2021-12-01 12:06:40,32.0 GB
2021-12-01 12:07:00,32.0 GB
2021-12-01 12:07:20,30.1 GB
2021-12-01 12:07:40,14.4 GB
2021-12-01 12:08:00,3.58 GB
2021-12-01 12:08:20,0 B
2021-12-01 12:08:40,0 B
2021-12-01 12:09:00,0 B
2021-12-01 12:09:20,0 B
2021-12-01 12:09:40,0 B
2021-12-01 12:10:00,0 B
2021-12-01 12:10:20,0 B
2021-12-01 12:10:40,0 B
2021-12-01 12:11:00,0 B
2021-12-01 12:11:20,0 B
2021-12-01 12:11:40,0 B
2021-12-01 12:12:00,0 B
2021-12-01 12:12:20,0 B
2021-12-01 12:12:40,0 B
2021-12-01 12:13:00,0 B
2021-12-01 12:13:20,0 B
2021-12-01 12:13:40,0 B
2021-12-01 12:14:00,0 B
2021-12-01 12:14:20,0 B
2021-12-01 12:14:40,0 B
2021-12-01 12:15:00,0 B
2021-12-01 12:15:20,0 B
2021-12-01 12:15:40,0 B
2021-12-01 12:16:00,0 B
2021-12-01 12:16:20,0 B
2021-12-01 12:16:40,0 B
2021-12-01 12:17:00,0 B
2021-12-01 12:17:20,0 B
2021-12-01 12:17:40,0 B
2021-12-01 12:18:00,0 B
2021-12-01 12:18:20,0 B
2021-12-01 12:18:40,0 B
2021-12-01 12:19:00,0 B
2021-12-01 12:19:20,0 B
2021-12-01 12:19:40,0 B
2021-12-01 12:20:00,0 B
2021-12-01 12:20:20,0 B
2021-12-01 12:20:40,0 B
2021-12-01 12:21:00,0 B
2021-12-01 12:21:20,0 B
2021-12-01 12:21:40,0 B
2021-12-01 12:22:00,0 B
2021-12-01 12:22:20,0 B
2021-12-01 12:22:40,0 B
2021-12-01 12:23:00,0 B
2021-12-01 12:23:20,0 B
2021-12-01 12:23:40,0 B
2021-12-01 12:24:00,0 B
2021-12-01 12:24:20,0 B
2021-12-01 12:24:40,0 B
2021-12-01 12:25:00,0 B
2021-12-01 12:25:20,0 B
2021-12-01 12:25:40,0 B
2021-12-01 12:26:00,0 B
2021-12-01 12:26:20,0 B
2021-12-01 12:26:40,0 B
2021-12-01 12:27:00,0 B
2021-12-01 12:27:20,0 B
2021-12-01 12:27:40,0 B
2021-12-01 12:28:00,0 B
2021-12-01 12:28:20,0 B
2021-12-01 12:28:40,0 B
2021-12-01 12:29:00,0 B
2021-12-01 12:29:20,0 B
2021-12-01 12:29:40,0 B
2021-12-01 12:30:00,0 B
2021-12-01 12:30:20,0 B
2021-12-01 12:30:40,0 B
2021-12-01 12:31:00,0 B
2021-12-01 12:31:20,0 B
2021-12-01 12:31:40,0 B
2021-12-01 12:32:00,0 B
2021-12-01 12:32:20,0 B
2021-12-01 12:32:40,0 B
2021-12-01 12:33:00,0 B
2021-12-01 12:33:20,0 B
2021-12-01 12:33:40,0 B
2021-12-01 12:34:00,0 B
2021-12-01 12:34:20,0 B
2021-12-01 12:34:40,0 B
2021-12-01 12:35:00,0 B
2021-12-01 12:35:20,0 B
2021-12-01 12:35:40,0 B
2021-12-01 12:36:00,0 B
2021-12-01 12:36:20,0 B
2021-12-01 12:36:40,0 B
2021-12-01 12:37:00,0 B
2021-12-01 12:37:20,0 B
2021-12-01 12:37:40,0 B
2021-12-01 12:38:00,0 B
2021-12-01 12:38:20,0 B
2021-12-01 12:38:40,0 B
2021-12-01 12:39:00,0 B
2021-12-01 12:39:20,0 B
2021-12-01 12:39:40,0 B
2021-12-01 12:40:00,0 B
2021-12-01 12:40:20,0 B
2021-12-01 12:40:40,0 B
2021-12-01 12:41:00,0 B
2021-12-01 12:41:20,0 B
2021-12-01 12:41:40,0 B
2021-12-01 12:42:00,0 B
2021-12-01 12:42:20,0 B
2021-12-01 12:42:40,0 B
2021-12-01 12:43:00,0 B
2021-12-01 12:43:20,0 B
2021-12-01 12:43:40,0 B
2021-12-01 12:44:00,0 B
2021-12-01 12:44:20,0 B
2021-12-01 12:44:40,0 B
2021-12-01 12:45:00,0 B
2021-12-01 12:45:20,0 B
2021-12-01 12:45:40,0 B
2021-12-01 12:46:00,0 B
2021-12-01 12:46:20,0 B
2021-12-01 12:46:40,0 B
2021-12-01 12:47:00,0 B
2021-12-01 12:47:20,0 B
2021-12-01 12:47:40,0 B
2021-12-01 12:48:00,0 B
2021-12-01 12:48:20,0 B
2021-12-01 12:48:40,0 B
2021-12-01 12:49:00,0 B
2021-12-01 12:49:20,0 B
2021-12-01 12:49:40,0 B
2021-12-01 12:50:00,0 B
2021-12-01 12:50:20,0 B
2021-12-01 12:50:40,0 B
2021-12-01 12:51:00,0 B
2021-12-01 12:51:20,0 B
2021-12-01 12:51:40,0 B
2021-12-01 12:52:00,0 B
2021-12-01 12:52:20,0 B
2021-12-01 12:52:40,0 B
2021-12-01 12:53:00,0 B
2021-12-01 12:53:20,0 B
2021-12-01 12:53:40,0 B
2021-12-01 12:54:00,0 B
2021-12-01 12:54:20,0 B
2021-12-01 12:54:40,0 B
2021-12-01 12:55:00,0 B
2021-12-01 12:55:20,0 B
2021-12-01 12:55:40,0 B
2021-12-01 12:56:00,0 B
2021-12-01 12:56:20,0 B
2021-12-01 12:56:40,0 B
2021-12-01 12:57:00,2.09 GB
2021-12-01 12:57:20,13.3 GB
2021-12-01 12:57:40,27.4 GB
2021-12-01 12:58:00,32.2 GB
2021-12-01 12:58:20,32.5 GB
2021-12-01 12:58:40,32.5 GB
2021-12-01 12:59:00,31.8 GB
2021-12-01 12:59:20,30.9 GB
2021-12-01 12:59:40,17.5 GB
2021-12-01 13:00:00,6.85 GB
2021-12-01 13:00:20,0 B
2021-12-01 13:00:40,0 B
2021-12-01 13:01:00,0 B
2021-12-01 13:01:20,0 B
2021-12-01 13:01:40,0 B
2021-12-01 13:02:00,0 B
2021-12-01 13:02:20,0 B
2021-12-01 13:02:40,0 B
2021-12-01 13:03:00,0 B
2021-12-01 13:03:20,0 B
2021-12-01 13:03:40,0 B
2021-12-01 13:04:00,0 B
2021-12-01 13:04:20,0 B
2021-12-01 13:04:40,0 B
2021-12-01 13:05:00,0 B
2021-12-01 13:05:20,0 B
2021-12-01 13:05:40,0 B
2021-12-01 13:06:00,0 B
2021-12-01 13:06:20,0 B
2021-12-01 13:06:40,0 B
2021-12-01 13:07:00,0 B
2021-12-01 13:07:20,0 B
2021-12-01 13:07:40,0 B
