62.932,9271361001,3045,28235189400
55.586,9881115144,2857,28235189400
58.464,10109117804,2793,28235189400
50.196,9713023294,2906,28235189400
50.997,7549798326,3739,28235189400
51.299,7258179515,3890,28235189400
55.736,9469811199,2981,28235189400
52.172,9625074732,2933,28235189400
51.669,9931951049,2842,28235189400
51.114,7074882399,3990,28235189400
52.625,9779206393,2887,28235189400
49.409,7230924532,3904,28235189400
49.15,7289064442,3873,28235189400
50.855,9613129968,2937,28235189400
53.866,9891909792,2854,28235189400
49.389,9375625718,3011,28235189400
49.35,7287548482,3874,28235189400
52.692,7240011140,3899,28235189400
45.666,7197835730,3922,28235189400
50.486,9593645097,2943,28235189400
