12.669,2852676096,1649,4705864812
11.073,3557031884,1322,4705864812
10.39,3626302742,1297,4705864812
10.441,3764569313,1250,4705864812
10.897,4041407618,1164,4705864812
9.809,2773888967,1696,4705864812
10.189,3565312096,1319,4705864812
9.5,4264398930,1103,4705864812
9.104,4358885605,1079,4705864812
9.648,4795007527,981,4705864812
9.89,4345401211,1082,4705864812
8.631,4644861512,1013,4705864812
9.162,5182964719,907,4705864812
8.266,4119893946,1142,4705864812
9.23,4665672581,1008,4705864812
8.792,4434329803,1061,4705864812
9.479,4843882543,971,4705864812
8.59,4616697899,1019,4705864812
8.151,5159133612,912,4705864812
8.639,4873824271,965,4705864812
