11.37
11.69
11.38
11.55
11.53
11.59
11.63
11.48
11.48
11.43
11.73
11.58
11.46
11.48
11.79
11.88
11.49
11.35
11.43
11.83
11.51
11.58
11.36
11.57
11.55
11.43
11.30
11.51
11.47
11.45
11.37
11.45
11.41
11.32
11.55
11.50
11.40
11.51
11.58
11.51
11.92
11.58
11.72
11.63
11.57
11.65
11.66
11.50
11.84
11.38
11.45
11.52
11.49
11.48
11.47
