40.192,6895504324,2729,18823459512
36.405,6658014137,2827,18823459512
36.02,6691528060,2813,18823459512
34.328,5262723242,3576,18823459512
37.018,6636720286,2836,18823459512
34.445,5164742184,3644,18823459512
35.979,5129941910,3669,18823459512
30.94,5300361208,3551,18823459512
33.363,6333728106,2971,18823459512
34.099,6873858768,2738,18823459512
35.113,5231688481,3597,18823459512
31.186,7164498685,2627,18823459512
34.659,6913249020,2722,18823459512
32.321,5216541242,3608,18823459512
33.405,5408443335,3480,18823459512
32.078,6578314792,2861,18823459512
32.298,6500186780,2895,18823459512
33.182,6625862614,2840,18823459512
30.512,6608546550,2848,18823459512
31.044,6767408494,2781,18823459512
