23.51,13579778371,693,9411729756
22.823,14908295753,631,9411729756
23.747,14699032706,640,9411729756
22.787,17562847705,535,9411729756
22.498,17752487326,530,9411729756
22.592,17671300027,532,9411729756
22.743,19030205694,494,9411729756
23.218,18531147011,507,9411729756
22.075,18011765203,522,9411729756
23.19,18466476032,509,9411729756
22.432,18442030827,510,9411729756
23.586,18367035714,512,9411729756
23.714,17634574214,533,9411729756
22.847,18375723637,512,9411729756
22.708,18134501432,518,9411729756
21.975,18786049298,500,9411729756
23.409,19485396749,483,9411729756
21.732,17533615452,536,9411729756
21.509,17544784302,536,9411729756
22.988,19260613478,488,9411729756
22.148,17838937697,527,9411729756
23.655,19482670436,483,9411729756
23.193,19732757234,476,9411729756
22.962,19336886657,486,9411729756
23.681,19431702145,484,9411729756
22.564,18868814179,498,9411729756
23.587,19746841565,476,9411729756
22.91,19109065685,492,9411729756
22.756,18267652253,515,9411729756
23.786,19982007201,471,9411729756
23.22,19740851512,476,9411729756
21.02,17716103436,531,9411729756
23.483,20230028859,465,9411729756
22.63,19611415273,479,9411729756
23.448,20207906332,465,9411729756
23.231,20215904827,465,9411729756
23.747,20304017389,463,9411729756
22.853,17803632716,528,9411729756
24.06,20692105341,454,9411729756
23.336,20497710521,459,9411729756
