8.898,2786471270,1013,2823518940
6.972,3631733204,777,2823518940
6.761,3100926181,910,2823518940
7.112,3623307833,779,2823518940
6.912,3586215237,787,2823518940
5.833,3356535392,841,2823518940
6.547,3923237598,719,2823518940
6.379,4444208296,635,2823518940
6.372,4472208445,631,2823518940
6.632,4502506337,627,2823518940
6.293,4386517433,643,2823518940
6.415,4620436114,611,2823518940
6.014,4234703786,666,2823518940
6.585,4309048939,655,2823518940
6.474,4797818559,588,2823518940
6.397,4676065552,603,2823518940
6.529,4600265698,613,2823518940
6.41,4495686884,628,2823518940
6.718,4493820001,628,2823518940
5.899,4045654471,697,2823518940
