21.194,11941406366,675,8067197028
23.247,19060124973,423,8067197028
22.376,17729482299,455,8067197028
22.28,18332067371,440,8067197028
21.625,17503347604,460,8067197028
22.517,18793177713,429,8067197028
23.658,19873573406,405,8067197028
23.306,19286276526,418,8067197028
22.91,19173052166,420,8067197028
23.61,19736634834,408,8067197028
23.692,20002425512,403,8067197028
23.337,19297983456,418,8067197028
24.104,19959406748,404,8067197028
22.707,18901169006,426,8067197028
23.73,20256552550,398,8067197028
22.825,19048081862,423,8067197028
23.686,20169817518,399,8067197028
21.932,17704617936,455,8067197028
23.757,20106035969,401,8067197028
23.701,19879602063,405,8067197028
23.009,19552011051,412,8067197028
23.923,20422463806,395,8067197028
23.316,19449334051,414,8067197028
23.725,20086936919,401,8067197028
23.526,20244622041,398,8067197028
22.359,17822751768,452,8067197028
23.623,19543398649,412,8067197028
23.898,20363289737,396,8067197028
23.997,20499787030,393,8067197028
24.317,20561827764,392,8067197028
23.961,20889128355,386,8067197028
23.454,19196767728,420,8067197028
23.867,20260732917,398,8067197028
23.294,19870192311,405,8067197028
23.741,19643451894,410,8067197028
22.425,19080371288,422,8067197028
24.725,20070166618,401,8067197028
23.37,19980794893,403,8067197028
23.724,19803036612,407,8067197028
23.803,19844290837,406,8067197028
