36.737,5963265203,2705,16134393924
31.257,5868231329,2749,16134393924
29.386,5990484261,2693,16134393924
27.428,6912662625,2334,16134393924
28.774,5960337036,2706,16134393924
28.48,6669485561,2419,16134393924
28.689,6279078120,2569,16134393924
27.184,6892685723,2340,16134393924
27.991,6856459761,2353,16134393924
28.974,4670346227,3454,16134393924
29.349,4835672350,3336,16134393924
28.561,6886452613,2342,16134393924
26.708,6804650895,2371,16134393924
28.138,4910348728,3285,16134393924
29.357,6376934820,2530,16134393924
27.33,6622859901,2436,16134393924
28.267,6540057576,2467,16134393924
29.192,7371562205,2188,16134393924
29.424,4633932859,3481,16134393924
30.154,4808286184,3355,16134393924
