36.219,6196014245,2278,14117594700
25.395,6036933275,2338,14117594700
25.816,5708728025,2472,14117594700
25.147,7354053183,1919,14117594700
27.418,4528378526,3117,14117594700
26.295,7418908018,1902,14117594700
24.863,6629759080,2129,14117594700
26.296,7266344678,1942,14117594700
28.27,6855075971,2059,14117594700
24.778,6266455324,2252,14117594700
26.96,6745076931,2093,14117594700
23.234,4915328092,2872,14117594700
26.21,4599991159,3069,14117594700
23.834,4806962465,2936,14117594700
25.45,4959929279,2846,14117594700
25.067,7004145690,2015,14117594700
26.542,6736389830,2095,14117594700
26.536,6627269435,2130,14117594700
26.647,6985477387,2020,14117594700
26.994,5816967646,2426,14117594700
