35.05,6004307549,2351,14117594700
26.13,6940171436,2034,14117594700
26.149,5897155006,2393,14117594700
25.295,7233184959,1951,14117594700
26.216,4623976081,3053,14117594700
26.13,6138243304,2299,14117594700
26.913,6653271759,2121,14117594700
26.366,7389967075,1910,14117594700
26.755,6308717512,2237,14117594700
23.922,6207326098,2274,14117594700
27.801,6880953321,2051,14117594700
25.256,6200374338,2276,14117594700
25.339,7020997130,2010,14117594700
26.239,6606981906,2136,14117594700
24.898,4668168511,3024,14117594700
25.534,7535591295,1873,14117594700
25.595,4646520354,3038,14117594700
25.558,7227031222,1953,14117594700
24.002,5943356438,2375,14117594700
22.827,4843605783,2914,14117594700
