47.92,7947859295,2842,22588151520
41.916,7903117214,2858,22588151520
46.893,7916894143,2853,22588151520
41.904,6000291377,3764,22588151520
41.965,7874584995,2868,22588151520
40.016,6051252462,3732,22588151520
40.043,5841848505,3866,22588151520
33.373,6936980835,3256,22588151520
41.118,5897107062,3830,22588151520
41.588,5779544018,3908,22588151520
38.848,6052085649,3732,22588151520
36.468,6061148825,3726,22588151520
34.939,5916067211,3818,22588151520
38.068,5924264732,3812,22588151520
41.98,7618589476,2964,22588151520
35.113,7074122275,3193,22588151520
39.199,5864609237,3851,22588151520
37.967,6148694133,3673,22588151520
45.232,5863881321,3852,22588151520
37.038,5980269156,3777,22588151520
