"Time","Fetch"
2021-11-30 23:44:00,2.11 GB
2021-11-30 23:44:30,524 MB
2021-11-30 23:45:00,0 B
2021-11-30 23:45:30,0 B
2021-11-30 23:46:00,0 B
2021-11-30 23:46:30,0 B
2021-11-30 23:47:00,0 B
2021-11-30 23:47:30,0 B
2021-11-30 23:48:00,0 B
2021-11-30 23:48:30,0 B
2021-11-30 23:49:00,0 B
2021-11-30 23:49:30,0 B
2021-11-30 23:50:00,0 B
2021-11-30 23:50:30,0 B
2021-11-30 23:51:00,0 B
2021-11-30 23:51:30,0 B
2021-11-30 23:52:00,0 B
2021-11-30 23:52:30,0 B
2021-11-30 23:53:00,0 B
2021-11-30 23:53:30,0 B

