10.659,2812562706,1254,3529398708
8.26,2917011870,1209,3529398708
8.048,2827070448,1248,3529398708
7.967,3009217761,1172,3529398708
7.822,3588800634,983,3529398708
8.224,2993091520,1179,3529398708
7.214,3967737984,889,3529398708
7.113,3641566058,969,3529398708
7.009,4275679679,825,3529398708
6.878,4180875519,844,3529398708
6.983,4378644031,806,3529398708
7.047,3777579250,934,3529398708
7.11,4415006722,799,3529398708
6.773,3846669085,917,3529398708
6.601,4059291794,869,3529398708
6.728,3804825396,927,3529398708
7.393,4723645072,747,3529398708
7.214,3791977507,930,3529398708
6.629,4409229859,800,3529398708
7.123,4001286686,882,3529398708
