10.57,2996440975,1177,3529398576
8.383,3013264145,1171,3529398576
8.404,2872848669,1228,3529398576
9.434,5502133869,641,3529398576
8.079,3436513001,1027,3529398576
6.863,3500654960,1008,3529398576
8.169,3320337486,1062,3529398576
7.449,3839709882,919,3529398576
6.648,4524531956,780,3529398576
7.262,4040237998,873,3529398576
6.427,4017770881,878,3529398576
7.418,4130705288,854,3529398576
6.877,4569052215,772,3529398576
6.983,3502951451,1007,3529398576
6.645,4232233739,833,3529398576
6.763,3950701211,893,3529398576
7.405,4315464393,817,3529398576
6.7,3986526459,885,3529398576
6.665,4163332279,847,3529398576
6.584,4265829864,827,3529398576
